,movie,imdb,votes,mpaa,genre,director,writer,actor,country,budget,box_office_wknd1,box_office_dom,box_office_gross,prod_company,runtime
688,The Hero,6.5,7891.0,R,Drama,Brett Haley,Brett Haley,Sam Elliott,USA,1200000.0,45317.0,4077333.0,4101699.0,Houston King Productions,96.0
689,Same Kind of Different as Me,6.6,6144.0,PG-13,Biography,Michael Carney,Ron Hall,Greg Kinnear,USA,15000000.0,2591985.0,6423605.0,6423605.0,Disruption Entertainment,119.0
690,Snatched,4.5,32664.0,R,Action,Jonathan Levine,Katie Dippold,Amy Schumer,USA,42000000.0,19542248.0,45852178.0,60845711.0,Chernin Entertainment,90.0
691,Whiskey Tango Foxtrot,6.6,48906.0,R,Biography,"Glenn Ficarra, John Requa",Robert Carlock,Tina Fey,USA,35000000.0,7450275.0,23083334.0,24972139.0,Broadway Video,112.0
692,Fist Fight,5.6,38994.0,R,Comedy,Richie Keen,Van Robichaux,Ice Cube,USA,22000000.0,12201873.0,32187017.0,41087017.0,New Line Cinema,91.0
693,A-X-L,5.3,10046.0,PG,Action,Oliver Daly,Oliver Daly,Alex Neustaedter,USA,10000000.0,2798229.0,6501381.0,8467697.0,Global Road Entertainment,100.0
694,The Boss,5.4,42186.0,R,Comedy,Ben Falcone,Melissa McCarthy,Melissa McCarthy,USA,29000000.0,23586645.0,63285885.0,78844582.0,Gary Sanchez Productions,99.0
695,Sherlock Gnomes,5.2,9902.0,PG,Animation,John Stevenson,Ben Zazove,Johnny Depp,UK,59000000.0,10604774.0,43242871.0,90497778.0,Metro-Goldwyn-Mayer (MGM),86.0
696,The Night Before,6.4,63567.0,R,Comedy,Jonathan Levine,Jonathan Levine,Joseph Gordon-Levitt,USA,25000000.0,9880536.0,43047372.0,52395996.0,Columbia Pictures,101.0
697,Unforgettable,5.1,13649.0,R,Drama,Denise Di Novi,Christina Hodson,Rosario Dawson,USA,12000000.0,4785431.0,11368012.0,17768012.0,DiNovi Pictures,100.0
698,Unplanned,5.9,12269.0,R,Biography,"Chuck Konzelman, Cary Solomon",Abby Johnson,Ashley Bratcher,USA,6000000.0,6382298.0,19005109.0,21171090.0,Unplanned Movie,109.0
699,Tyler Perry's Acrimony,5.8,7687.0,R,Drama,Tyler Perry,Tyler Perry,Taraji P. Henson,USA,20000000.0,17170707.0,43549096.0,46403669.0,The Tyler Perry Company,120.0
700,Risen,6.3,24734.0,PG-13,Action,Kevin Reynolds,Kevin Reynolds,Joseph Fiennes,USA,20000000.0,11801271.0,36880033.0,46432579.0,LD Entertainment,107.0
701,The Second Best Exotic Marigold Hotel,6.6,30849.0,PG,Comedy,John Madden,Ol Parker,Judi Dench,UK,10000000.0,8540370.0,33078266.0,85978266.0,Blueprint Pictures,122.0
702,The Peanuts Movie,7.1,41595.0,G,Animation,Steve Martino,Craig Schulz,Noah Schnapp,USA,99000000.0,44213073.0,130178411.0,246233113.0,Twentieth Century Fox Animation,88.0
703,Our Brand Is Crisis,6.1,20229.0,R,Comedy,David Gordon Green,Rachel Boynton,Sandra Bullock,USA,28000000.0,3238433.0,7002261.0,8527658.0,Participant,107.0
704,A Hologram for the King,6.1,39678.0,R,Comedy,Tom Tykwer,Dave Eggers,Tom Hanks,UK,30000000.0,1138578.0,4212494.0,9169507.0,X-Filme Creative Pool,98.0
705,The Sea of Trees,6.1,13116.0,PG-13,Drama,Gus Van Sant,Chris Sparling,Matthew McConaughey,USA,25000000.0,1877.0,20444.0,906995.0,Bloom,110.0
706,Alvin and the Chipmunks: The Road Chip,5.0,16398.0,PG,Animation,Walt Becker,Ross Bagdasarian,Jason Lee,USA,90000000.0,14287159.0,85886987.0,234798636.0,Fox 2000 Pictures,92.0
707,Brian Banks,7.2,4031.0,PG-13,Biography,Tom Shadyac,Doug Atchison,Aldis Hodge,USA,10000000.0,2156272.0,4376819.0,4376819.0,ShivHans Pictures,99.0
708,Louder Than Bombs,6.6,11638.0,R,Drama,Joachim Trier,Joachim Trier,Jesse Eisenberg,Norway,11000000.0,24259.0,163807.0,1160724.0,Motlys,109.0
709,Shock and Awe,6.2,5257.0,R,Biography,Rob Reiner,Joey Hartstone,Woody Harrelson,USA,18000000.0,45856.0,77980.0,182415.0,Acacia Filmed Entertainment,90.0
710,The Ballad of Lefty Brown,6.3,5259.0,R,Action,Jared Moshe,Jared Moshe,Bill Pullman,USA,8000000.0,5559.0,7856.0,7856.0,Higher Content,111.0
711,Jem and the Holograms,4.2,7254.0,PG,Adventure,Jon M. Chu,Ryan Landels,Aubrey Peeples,USA,5000000.0,1375320.0,2184640.0,2333684.0,Allspark Pictures,118.0
712,Disney's Newsies: The Broadway Musical!,8.5,2012.0,PG,Musical,"Jeff Calhoun, Brett Sullivan",Harvey Fierstein,Jeremy Jordan,USA,2000000.0,1333538.0,2827489.0,2827489.0,Disney Theatrical Productions (DTP),149.0
713,Traffik,6.0,18209.0,R,Action,Deon Taylor,Deon Taylor,Priscilla Quintana,USA,4000000.0,3941338.0,9186156.0,9515914.0,Summit Entertainment,96.0
714,Breaking In,5.4,13733.0,PG-13,Action,James McTeigue,Ryan Engle,Gabrielle Union,USA,6000000.0,17630285.0,46840590.0,51411620.0,Will Packer Productions,88.0
715,Uncle Drew,5.7,11763.0,PG-13,Comedy,Charles Stone III,Jay Longino,Kyrie Irving,USA,19000000.0,15242781.0,42469946.0,46664414.0,Summit Entertainment,103.0
716,Table 19,5.8,25698.0,PG-13,Comedy,Jeffrey Blitz,Mark Duplass,Anna Kendrick,USA,5000000.0,1597928.0,3614896.0,5042014.0,3311 Productions,87.0
717,LBJ,6.5,5598.0,R,Biography,Rob Reiner,Joey Hartstone,Woody Harrelson,USA,26000000.0,1110565.0,2470979.0,2510151.0,Acacia Filmed Entertainment,98.0
718,The Sun Is Also a Star,5.8,5681.0,PG-13,Drama,Ry Russo-Young,Tracy Oliver,Yara Shahidi,USA,9000000.0,2511530.0,4950029.0,6750029.0,Alloy Entertainment,100.0
719,War Room,6.5,13056.0,PG,Drama,Alex Kendrick,Alex Kendrick,Priscilla C. Shirer,USA,3000000.0,11351389.0,67790117.0,73256266.0,FaithStep Films,120.0
720,Proud Mary,4.9,8534.0,R,Action,Babak Najafi,John Stuart Newman,Taraji P. Henson,USA,14000000.0,9959053.0,20877013.0,21753365.0,Screen Gems,89.0
721,Overcomer,6.6,3482.0,PG,Drama,Alex Kendrick,Alex Kendrick,Alex Kendrick,USA,5000000.0,8146533.0,34746945.0,38026103.0,Affirm Films,119.0
722,My Little Pony: The Movie,6.1,5856.0,PG,Animation,Jayson Thiessen,Meghan McCarthy,Emily Blunt,USA,6500000.0,8885899.0,21885107.0,60330833.0,Lionsgate,99.0
723,Unbroken: Path to Redemption,5.8,2368.0,PG-13,Biography,Harold Cronk,Richard Friedenberg,Samuel Hunt,USA,6000000.0,2238723.0,6216897.0,6216897.0,Universal 1440 Entertainment,98.0
724,Mr. Church,7.6,25139.0,PG-13,Comedy,Bruce Beresford,Susan McMartin,Eddie Murphy,USA,8000000.0,338551.0,685780.0,685780.0,Cinelou Films,104.0
725,Wild Oats,5.7,3316.0,PG-13,Action,Andy Tennant,Claudia Myers,Shirley MacLaine,Germany,10000000.0,21554.0,40598.0,247949.0,Wild Pictures,86.0
726,SuperFly,5.1,6071.0,R,Action,Director X.,Alex Tse,Trevor Jackson,USA,16000000.0,6870740.0,20545116.0,20780685.0,Columbia Pictures,116.0
727,A United Kingdom,6.8,13765.0,PG-13,Biography,Amma Asante,Guy Hibbert,David Oyelowo,Czech Republic,14000000.0,66510.0,3902185.0,14459330.0,Fox Searchlight Pictures,111.0
728,How to Be a Latin Lover,6.0,13720.0,PG-13,Comedy,Ken Marino,Jon Zack,Eugenio Derbez,Mexico,10000000.0,12252439.0,32149404.0,62547032.0,Pantelion Films,115.0
729,Ride Along 2,5.9,52608.0,PG-13,Action,Tim Story,Phil Hay,Ice Cube,USA,40000000.0,35243095.0,91221830.0,124608438.0,Universal Pictures,102.0
730,Rock the Kasbah,5.5,10688.0,R,Comedy,Barry Levinson,Mitch Glazer,Bill Murray,USA,15000000.0,1470592.0,3020664.0,3394174.0,Covert Media,106.0
731,Ratchet & Clank,5.6,9727.0,PG,Animation,"Kevin Munroe, Jericca Cleland (co-director)",T.J. Fixman,James Arnold Taylor,Hong Kong,20000000.0,4869278.0,8821329.0,13385737.0,Gramercy Pictures (I),94.0
732,Max,6.7,25430.0,PG,Adventure,Boaz Yakin,Boaz Yakin,Thomas Haden Church,USA,20000000.0,12155254.0,42656255.0,43967255.0,Metro-Goldwyn-Mayer (MGM),111.0
733,Tyler Perry's Boo! A Madea Halloween,4.6,7537.0,PG-13,Comedy,Tyler Perry,Tyler Perry,Tyler Perry,Hong Kong,20000000.0,28501448.0,73206343.0,74827344.0,TIK Films,103.0
734,Running for Grace,6.1,1247.0,,Family,David L. Cunningham,David L. Cunningham,Jim Caviezel,USA,24000000.0,30597.0,89988.0,89988.0,Kona Snow Pictures,110.0
735,Jane Got a Gun,5.9,20541.0,R,Action,Gavin O'Connor,Brian Duffield,Natalie Portman,USA,25000000.0,835572.0,1513793.0,3067531.0,1821 Pictures,98.0
736,Early Man,6.1,18734.0,PG,Animation,Nick Park,Mark Burton,Eddie Redmayne,UK,50000000.0,3190525.0,8267544.0,54622814.0,Summit Entertainment,89.0
737,Paul Blart: Mall Cop 2,4.4,33588.0,PG,Action,Andy Fickman,Kevin James,Kevin James,USA,30000000.0,23762435.0,71038190.0,107588225.0,Columbia Pictures,94.0
738,Unfinished Business,5.4,31565.0,R,Comedy,Ken Scott,Steve Conrad,Vince Vaughn,USA,35000000.0,4772613.0,10219501.0,14431253.0,New Regency Productions,91.0
739,The Case for Christ,6.3,7593.0,PG,Biography,Jon Gunn,Brian Bird,Erika Christensen,USA,5000000.0,3967885.0,14682684.0,18175663.0,Triple Horse Studios,112.0
740,The Disappointments Room,3.9,8985.0,R,Drama,D.J. Caruso,Wentworth Miller,Kate Beckinsale,USA,15000000.0,1402823.0,2423468.0,5745040.0,Demarest Films,91.0
741,Danny Collins,7.0,29603.0,R,Biography,Dan Fogelman,Dan Fogelman,Al Pacino,USA,10000000.0,72459.0,5637066.0,10835752.0,Big Indie Pictures,106.0
742,Ricki and the Flash,5.9,22148.0,PG-13,Comedy,Jonathan Demme,Diablo Cody,Meryl Streep,USA,18000000.0,6610961.0,26822144.0,41325328.0,Clinica Estetico,101.0
743,Poms,5.9,3764.0,PG-13,Comedy,Zara Hayes,Zara Hayes,Diane Keaton,UK,10000000.0,5361937.0,13631124.0,16418218.0,Entertainment One,90.0
744,Paranormal Activity: The Ghost Dimension,4.6,24457.0,R,Horror,Gregory Plotkin,Jason Pagan,Chris J. Murray,USA,10000000.0,8070493.0,18300124.0,78903124.0,Blumhouse Productions,88.0
745,Queen of Katwe,7.4,14932.0,PG,Biography,Mira Nair,William Wheeler,Madina Nalwanga,USA,15000000.0,304933.0,8874389.0,10367161.0,ESPN Films,124.0
746,Dog Days,6.2,3977.0,PG,Comedy,Ken Marino,Elissa Matsueda,Nina Dobrev,USA,10000000.0,2554766.0,6809080.0,6842356.0,LD Entertainment,113.0
747,The Comedian,5.8,6619.0,R,Comedy,Taylor Hackford,Art Linson,Robert De Niro,USA,15000000.0,10723.0,1659002.0,1659002.0,Cinelou Films,120.0
748,Range 15,5.0,5131.0,TV-MA,Action,Ross Patterson,Billy Jay,Sean Astin,USA,1000000.0,1044.0,621738.0,621738.0,Street Justice Films,89.0
749,Little Boy,7.4,21966.0,PG-13,Drama,Alejandro Monteverde,Alejandro Monteverde,Jakob Salvati,Mexico,20000000.0,2750356.0,6485961.0,17572289.0,Metanoia Films,106.0
750,Denial,6.7,18793.0,PG-13,Biography,Mick Jackson,Deborah Lipstadt,Rachel Weisz,UK,10000000.0,93728.0,4073489.0,7994527.0,BBC Films,109.0
751,The Gallows,4.2,19029.0,R,Horror,"Travis Cluff, Chris Lofing",Chris Lofing,Reese Mishler,USA,100000.0,9808463.0,22764410.0,42964410.0,New Line Cinema,81.0
752,Boo 2! A Madea Halloween,3.8,3977.0,PG-13,Comedy,Tyler Perry,Tyler Perry,Tyler Perry,USA,25000000.0,21226953.0,47319572.0,48333932.0,The Tyler Perry Company,101.0
753,Kung Fu Yoga,5.2,8710.0,Not Rated,Action,Stanley Tong,Stanley Tong,Jackie Chan,China,65000000.0,111979.0,362657.0,257753889.0,Sparkle Roll Media,107.0
754,Bad Santa 2,5.6,22183.0,R,Comedy,Mark Waters,Johnny Rosenthal,Billy Bob Thornton,USA,26000000.0,6176680.0,17782178.0,24079268.0,Broad Green Pictures,92.0
755,Incarnate,5.3,11334.0,PG-13,Horror,Brad Peyton,Ronnie Christensen,Aaron Eckhart,USA,5000000.0,2534884.0,4799774.0,9037058.0,IM Global,87.0
756,Grandma,6.7,14482.0,R,Comedy,Paul Weitz,Paul Weitz,Lily Tomlin,USA,600000.0,115540.0,6980524.0,7205073.0,Depth of Field,79.0
757,The Vatican Tapes,4.8,14258.0,PG-13,Horror,Mark Neveldine,Christopher Borrelli,Olivia Taylor Dudley,USA,8000000.0,832271.0,1784763.0,13015764.0,Lionsgate,91.0
758,Cop Car,6.3,29748.0,R,Crime,Jon Watts,Jon Watts,Kevin Bacon,USA,800000.0,26146.0,134552.0,143658.0,Audax Films,88.0
759,Collide,5.7,14713.0,PG-13,Action,Eran Creevy,F. Scott Frazier,Nicholas Hoult,UK,21500000.0,1512824.0,2280004.0,6817535.0,42,99.0
760,Term Life,5.5,6857.0,R,Action,Peter Billingsley,Andy Lieberman,Vince Vaughn,USA,16500000.0,13040.0,21256.0,243793.0,PalmStar Media,93.0
761,When the Bough Breaks,5.1,5682.0,PG-13,Crime,Jon Cassar,Jack Olsen,Morris Chestnut,USA,10000000.0,14202323.0,29747603.0,30658387.0,Screen Gems,107.0
762,Blind,5.8,3480.0,R,Drama,Michael Mailer,John Buffalo Mailer,Alec Baldwin,USA,2500000.0,12522.0,12522.0,98280.0,Michael Mailer Films,98.0
763,God's Not Dead 2,4.4,11248.0,PG,Drama,Harold Cronk,Chuck Konzelman,Melissa Joan Hart,USA,5000000.0,7623662.0,20774575.0,24487848.0,Pure Flix Productions,120.0
764,Blackway,5.3,8877.0,R,Drama,Daniel Alfredson,Castle Freeman Jr.,Anthony Hopkins,USA,8000000.0,16458.0,27079.0,426491.0,Enderby Entertainment,90.0
765,The Perfect Guy,5.6,9666.0,PG-13,Crime,David M. Rosenthal,Alan B. McElroy,Sanaa Lathan,USA,12000000.0,25888154.0,57027435.0,60273173.0,Rocklin/Faust,100.0
766,The Star,6.2,6218.0,PG,Animation,Timothy Reckart,Carlos Kotkin,Steven Yeun,USA,20000000.0,9812674.0,40896334.0,84315669.0,Affirm Films,86.0
767,The Young Messiah,5.6,3133.0,PG-13,Drama,Cyrus Nowrasteh,Betsy Giffen Nowrasteh,Adam Greaves-Neal,USA,18500000.0,3294876.0,6490401.0,7330338.0,1492 Pictures,111.0
768,Mine 9,6.7,3976.0,Not Rated,Drama,Eddie Mensore,Eddie Mensore,Terry Serpico,USA,350000.0,68921.0,226421.0,226421.0,Emphatic Films,83.0
769,Show Dogs,3.8,4099.0,PG,Adventure,Raja Gosnell,Max Botkin,Will Arnett,UK,5500000.0,6023972.0,17857020.0,39156854.0,Neddy Dean Productions,92.0
770,The Vault,4.8,11870.0,Not Rated,Crime,Dan Bush,Dan Bush,James Franco,USA,5000000.0,4308.0,5728.0,346729.0,Redwire Pictures,91.0
771,Rock Dog,5.9,4489.0,PG,Animation,Ash Brannon,Ash Brannon,Luke Wilson,China,60000000.0,3704749.0,9420546.0,23157646.0,Summit Premiere,90.0
772,I'm Not Ashamed,5.9,3181.0,PG-13,Biography,Brian Baugh,Philipa A. Booyens,Masey McLain,USA,1500000.0,927161.0,2082980.0,2082980.0,Visible Pictures(II),112.0
773,Birth of the Dragon,5.5,7059.0,PG-13,Action,George Nolfi,Stephen J. Rivele,Billy Magnussen,China,31000000.0,2702430.0,6901965.0,7215027.0,Anomaly Entertainment,95.0
774,Sex and the Future,1.9,257.0,,Comedy,"Luis Carlos Hueck, Ethan Zvi Kaplan",Ethan Zvi Kaplan,Ellie Patrikios,USA,1000000.0,745.0,5745.0,5745.0,Don Kap Productions,90.0
775,Let There Be Light,4.7,2411.0,PG-13,Drama,Kevin Sorbo,Sam Sorbo,Kevin Sorbo,USA,3000000.0,1729535.0,7233471.0,7241302.0,Greenery Studios,100.0
776,"Hello, My Name Is Doris",6.6,18514.0,R,Comedy,Michael Showalter,Laura Terruso,Sally Field,USA,1000000.0,84986.0,14444999.0,14659448.0,Red Crown Productions,90.0
777,90 Minutes in Heaven,4.8,3345.0,PG-13,Drama,Michael Polish,Michael Polish,Kate Bosworth,USA,5000000.0,2035273.0,4842699.0,4842699.0,Astute Films,121.0
778,Almost Christmas,6.1,5739.0,PG-13,Comedy,David E. Talbert,David E. Talbert,Kimberly Elise,USA,17000000.0,15134235.0,42158780.0,42580920.0,Universal Pictures,111.0
779,A Tale of Love and Darkness,6.0,3522.0,PG-13,Biography,Natalie Portman,Natalie Portman,Natalie Portman,Israel,4000000.0,37170.0,572212.0,724885.0,Focus World,95.0
780,Paris Can Wait,5.8,7404.0,PG,Comedy,Eleanor Coppola,Eleanor Coppola,Diane Lane,Japan,5000000.0,98850.0,5617731.0,13203541.0,Lifetime Films,92.0
781,Woodshock,4.3,1612.0,R,Drama,"Kate Mulleavy, Laura Mulleavy",Kate Mulleavy,Kirsten Dunst,USA,5000000.0,12247.0,42603.0,43682.0,COTA Films,100.0
782,Sleight,5.9,7726.0,R,Drama,J.D. Dillard (as JD Dillard),J.D. Dillard,Jacob Latimore,USA,250000.0,1701785.0,3986245.0,3989705.0,Diablo Entertainment (II),89.0
783,Woodlawn,6.5,6563.0,PG,Drama,"Andrew Erwin, Jon Erwin",Jon Erwin,Caleb Castille,USA,12000000.0,4002226.0,14394097.0,14401617.0,Kevin Downes Productions,123.0
784,Area 51,4.2,12989.0,R,Horror,Oren Peli,Christopher Denham,Reid Warner,USA,5000000.0,7556.0,7556.0,7556.0,Aramid Entertainment Fund,91.0
785,Brothers,6.5,11481.0,Not Rated,Action,Karan Malhotra,Gavin O'Connor,Akshay Kumar,India,10205000.0,357404.0,613775.0,19695610.0,Dharma Productions,156.0
786,Bilal: A New Breed of Hero,7.9,17095.0,PG-13,Animation,"Khurram H. Alavi, Ayman Jamal",Ayman Jamal,Adewale Akinnuoye-Agbaje,United Arab Emirates,30000000.0,309951.0,490973.0,3087832.0,Barajoun Entertainment,105.0
787,All Saints,6.1,1505.0,PG,Drama,Steve Gomer,Steve Armour,John Corbett,USA,2000000.0,1514278.0,5802208.0,5942565.0,Affirm Films,108.0
788,Stonewall,5.2,3449.0,R,Drama,Roland Emmerich,Jon Robin Baitz,Jeremy Irvine,USA,13500000.0,112834.0,187674.0,292669.0,Centropolis Entertainment,129.0
789,I Smile Back,6.1,4870.0,R,Drama,Adam Salky,Paige Dylan,Sarah Silverman,USA,495000.0,15758.0,58738.0,63373.0,Egoli Tossell Film,85.0
790,The Meddler,6.3,11533.0,PG-13,Comedy,Lorene Scafaria,Lorene Scafaria,Susan Sarandon,USA,3200000.0,57022.0,4267218.0,5425148.0,Anonymous Content,103.0
791,Seoul Searching,7.0,1170.0,TV-MA,Comedy,Benson Lee,Benson Lee,Justin Chon,South Korea,2100000.0,8966.0,18654.0,18654.0,Seoul Searching,105.0
792,Indivisible,5.8,1044.0,PG-13,Drama,David G. Evans,David G. Evans,Sarah Drew,USA,2700000.0,1503101.0,3511417.0,3589633.0,Provident Films,119.0
793,Captive,5.4,6379.0,PG-13,Action,Jerry Jameson,Brian Bird,Kate Mara,USA,2000000.0,1393243.0,2583301.0,2801508.0,BN Films,97.0
794,El Chicano,5.3,1037.0,R,Action,Ben Hernandez Bray,Ben Hernandez Bray,Logan Arevalo,USA,8000000.0,700261.0,1400603.0,1404646.0,WarParty Films,142.0
795,Norm of the North,3.4,8559.0,PG,Animation,Trevor Wall,Malcolm T. Goldman,Rob Schneider,USA,7000000.0,6844137.0,17062499.0,30734502.0,Assemblage Entertainment,88.0
796,Do You Believe?,6.1,7024.0,PG-13,Drama,Jon Gunn (as Jonathan M. Gunn),Chuck Konzelman,Mira Sorvino,USA,2300000.0,3591282.0,12985600.0,14410698.0,Pure Flix Entertainment,120.0
797,Meet the Blacks,4.8,35504.0,R,Comedy,Deon Taylor,Nicole DeMasi,Mike Epps,USA,900000.0,4055940.0,9097072.0,9097072.0,Hidden Empire Film Group,94.0
798,Hacker,6.2,8696.0,R,Crime,Akan Satayev (as Akan Sataev),Atakhan,Callan McAuliffe,USA,2000000.0,6716.0,11239.0,11239.0,Skylight Picture Works,95.0
799,3 Generations,5.9,5837.0,PG-13,Drama,Gaby Dellal,Nikole Beckwith,Naomi Watts,USA,5000000.0,105215.0,155936.0,680351.0,Big Beach Films,92.0
800,Brotherly Love,6.6,1690.0,R,Drama,Jamal Hill,Jamal Hill,Keke Palmer,USA,1900000.0,246902.0,478595.0,478595.0,Brotherly Love Prods FEJ,89.0
801,It Had to Be You,5.4,958.0,R,Comedy,Sasha Gordon,Levi Abrino,Cristin Milioti,USA,18000000.0,5302.0,7162.0,7162.0,It Had To Be You,85.0
802,Phoenix Forgotten,5.3,5476.0,PG-13,Horror,Justin Barber,T.S. Nowlin,Florence Hartigan,USA,2800000.0,1816499.0,3600146.0,3697729.0,Cinelou Films,87.0
803,The D Train,5.0,10502.0,R,Comedy,"Andrew Mogel, Jarrad Paul",Jarrad Paul,Jack Black,UK,3000000.0,469000.0,673151.0,774780.0,Ealing Studios Entertainment,101.0
804,Inside the Rain,4.4,161.0,TV-MA,Comedy,Aaron Fisher,Aaron Fisher,Rosie Perez,USA,1000000.0,8140.0,8140.0,8140.0,Act 13,90.0
805,Sgt. Stubby: An American Hero,6.9,1869.0,PG,Animation,Richard Lanni,Richard Lanni,Logan Lerman,Ireland,25000000.0,1164403.0,4015935.0,4932694.0,Fun Academy Media Group,84.0
806,The Resurrection of Gavin Stone,6.2,1724.0,PG,Comedy,Dallas Jenkins,Andrea Gyertson Nasfell,Brett Dalton,USA,2000000.0,1206771.0,2303792.0,2308355.0,Blumhouse Productions,91.0
807,Best F(r)iends: Volume 1,5.4,2381.0,R,Comedy,Justin MacGregor,Greg Sestero,Greg Sestero,USA,1500000.0,131671.0,252410.0,290064.0,Sestero Pictures,108.0
808,Little Men,6.7,6775.0,PG,Drama,Ira Sachs,Mauricio Zacharias,Greg Kinnear,USA,2000000.0,30368.0,702537.0,2008649.0,Race Point Films,85.0
809,Lazer Team,5.6,9079.0,PG-13,Action,Matt Hullum,Burnie Burns,Burnie Burns,USA,2480421.0,108586.0,1186426.0,1406538.0,Rooster Teeth Productions,102.0
810,The Wild Life,5.4,5573.0,PG,Animation,,Domonic Paris,Matthias Schweighöfer,Belgium,13000000.0,3342696.0,8005586.0,40075446.0,Summit Entertainment,91.0
811,The Bounce Back,5.1,576.0,PG-13,Comedy,Youssef Delara,Victor Teran,Shemar Moore,USA,3000000.0,227354.0,321910.0,421404.0,Ankle Sock & Baseball Pants,104.0
812,The Transcendents,9.2,1454.0,Not Rated,Music,Derek Ahonen,Derek Ahonen,Rob Franco,USA,90000.0,358.0,1426.0,1426.0,,96.0
813,Southside with You,6.3,7459.0,PG-13,Biography,Richard Tanne,Richard Tanne,Tika Sumpter,USA,1500000.0,2868403.0,6304223.0,6628603.0,Fermion Films,84.0
814,Dead Awake,4.6,2974.0,Not Rated,Horror,Phillip Guzman,Jeffrey Reddick,Jocelin Donahue,USA,24000000.0,8834.0,11528.0,21675.0,Gama Entertainment Partners,99.0
815,Kicks,6.4,4091.0,R,Adventure,Justin Tipping,Joshua Beirne-Golden,Jahking Guillory,USA,2000000.0,32111.0,150191.0,150191.0,Animal Kingdom,80.0
816,The Last Rampage,5.7,1457.0,R,Action,Dwight H. Little (as Dwight Little),James W. Clarke,Robert Patrick,USA,18000000.0,3054.0,6294.0,12944.0,Rampage Films,93.0
817,Lowriders,5.6,2183.0,PG-13,Adventure,Ricardo de Montreuil,Elgin James,Gabriel Chavarria,USA,5000000.0,2403885.0,6303560.0,6312033.0,Blumhouse Productions,98.0
818,The Assassin's Code,5.0,954.0,TV-MA,Action,David A. Armstrong,Edward Lee Cornett,Justin Chatwin,USA,1800000.0,11218.0,11218.0,53940.0,Serious Stooges Films,95.0
819,Vigilante Diaries,5.5,4193.0,R,Action,Christian Sesma,Christian Sesma,Paul Sloan,USA,1000000.0,1650.0,1991.0,176777.0,Oscar Gold Productions,107.0
820,Once I Was a Beehive,6.2,1112.0,PG,Comedy,Maclain Nelson,Maclain Nelson,Paris Warner,USA,200000.0,48409.0,732655.0,732655.0,Main Dog Productions,119.0
821,High on the Hog,3.8,170.0,R,Action,Tony Wash,Andy Golub,Sid Haig,USA,1200000.0,15125.0,45696.0,45696.0,Hicktown Entertainment,85.0
822,American Dresser,5.2,309.0,Not Rated,Adventure,Carmine Cangialosi,Carmine Cangialosi,Penelope Ann Miller,USA,18000000.0,2211.0,3895.0,3895.0,The Film House,97.0
823,10 Days in a Madhouse,6.3,963.0,R,Drama,Timothy Hines,Timothy Hines,Caroline Barry,USA,120000.0,4773.0,14616.0,14616.0,Pendragon Pictures,111.0
824,Lycan,4.6,818.0,,Horror,Bev Land,Bev Land,Dania Ramirez,USA,250000.0,4970.0,9110.0,9110.0,1 Bullet in the Gun Productions,87.0
825,Beta Test,5.7,10151.0,Not Rated,Action,Nicholas Gyeney,Nicholas Gyeney,Manu Bennett,USA,1600000.0,5778.0,10104.0,10104.0,Mirror Images LTD.,88.0
826,Because of Grácia,6.1,188.0,PG-13,Comedy,Tom Simes,Tom Simes,John Schneider,USA,1200000.0,52171.0,90878.0,90878.0,Check the Gate Productions,107.0
827,Growing Up Smith,6.8,1079.0,PG-13,Comedy,Frank Lotito,Anjul Nigam,Jason Lee,USA,2000000.0,14867.0,35312.0,35312.0,Brittany House Pictures,102.0
828,L.A. Slasher,3.3,746.0,R,Comedy,Martin Owen,Martin Owen,Andy Dick,USA,10000.0,2421.0,2421.0,2421.0,JWright Productions,84.0
829,What Happened Last Night,3.8,164.0,R,Comedy,Candice T. Cain (as Candice Cain),Candice T. Cain,Clayton Snyder,USA,800000.0,7147.0,10844.0,10844.0,Gemelli Films,90.0
830,A Boy Called Po,6.6,767.0,PG,Drama,John Asher,Colin Goldman,Christopher Gorham,USA,500000.0,2693.0,4550.0,4550.0,Commonwealth Film Manufacturing,95.0
831,The Texture of Falling,6.8,1391.0,,Drama,Maria Allred,Maria Allred,Benjamin Farmer,USA,200000.0,676.0,5010.0,5010.0,Allred Films,75.0
832,Blood Feast,4.6,728.0,R,Horror,Marcel Walz,Philip Lilienschwarz,Robert Rusler,USA,1200000.0,4046.0,8708.0,8708.0,Gundo Entertainment,90.0
833,Miles,5.7,592.0,Unrated,Comedy,Nathan Adloff,Nathan Adloff,Tim Boardman,USA,400000.0,2147.0,2537.0,2537.0,Cranium Entertainment,90.0
834,The Dark Below,4.1,264.0,Unrated,Horror,Douglas Schulze,Douglas Schulze,Lauren Mae Shafer,USA,750000.0,1526.0,7095.0,7095.0,Dead Wait Productons,75.0
835,The Lucky Man,5.6,1737.0,R,Action,Norman Gregory McGuire,Norman Gregory McGuire,Mariana Paola Vicente,USA,1000000.0,4956.0,25015.0,25015.0,Lucky Films,98.0
836,But Deliver Us from Evil,2.7,180.0,Not Rated,Horror,Joshua Coates,Joshua Coates,Eric Roberts,USA,250000.0,99541.0,285169.0,285169.0,20/20 Visions Entertainment Group,109.0
837,Champion,6.0,178.0,PG,Drama,Judd Brannon,Missy Reedy,Gary Graham,USA,500000.0,108591.0,175232.0,175232.0,Brannon Pictures,116.0
